"id","title","author","link","journal_info","doi"
"187","A ten-faced hexangulaconulariid from Cambrian Stage 2 of South China","Junfeng Guo, [Opens in a new window], Jian Han, [Opens in a new window], Heyo Van Iten, [Opens in a new window], Zuchen Song, Yaqin Qiang, Wenzhe Wang, Zhifei Zhang, [Opens in a new window], Guoxiang Li","https://www.cambridge.org/core/journals/journal-of-paleontology/article/abs/tenfaced-hexangulaconulariid-from-cambrian-stage-2-of-south-china/1FFE37F44865E4342A4533EC41836980","Journal of Paleontology, Volume 95, Issue 5","https://doi.org/10.1017/jpa.2021.25"
"188"," Malongitubus: a possible pterobranch hemichordate from the early Cambrian of South China","Shixue Hu, Bernd-D. Erdtmann, Michael Steiner, Yuandong Zhang, Fangchen Zhao, Zhiliang Zhang, Jian Han","https://www.cambridge.org/core/journals/journal-of-paleontology/article/abs/malongitubus-a-possible-pterobranch-hemichordate-from-the-early-cambrian-of-south-china/AAF51C2EB876239DAE039D757742D061","Journal of Paleontology, Volume 92, Special Issue 1: Cambrian Explosion","https://doi.org/10.1017/jpa.2017.134"
"189","Holmiidae (Trilobita: Olenellina) of the Montezuman Stage (Early Cambrian) in western Nevada","J. Stewart Hollingsworth","https://www.cambridge.org/core/journals/journal-of-paleontology/article/abs/holmiidae-trilobita-olenellina-of-the-montezuman-stage-early-cambrian-in-western-nevada/452A91716EB2BE68E225BAE21B82B430","Journal of Paleontology, Volume 80, Issue 2","https://doi.org/10.1666/0022-3360(2006)080[0309:HTOOTM]2.0.CO;2"
"190","Latest Cambrian cornutes (Echinodermata: Stylophora) from the Taebaeksan Basin, Korea","Seung-Bae Lee, Bertrand Lefebvre, Duck K. Choi","https://www.cambridge.org/core/journals/journal-of-paleontology/article/abs/latest-cambrian-cornutes-echinodermata-stylophora-from-the-taebaeksan-basin-korea/315B883829BD5EACCA4CCC9BCB6F9050","Journal of Paleontology, Volume 79, Issue 1","https://doi.org/10.1666/0022-3360(2005)079<0139:LCCESF>2.0.CO;2"
"191","Early Cambrian Trilobites from the Shackleton Limestone of the Central Transantarctic Mountains","Allison R. Palmer, Albert J. Rowell","https://www.cambridge.org/core/journals/journal-of-paleontology/article/abs/early-cambrian-trilobites-from-the-shackleton-limestone-of-the-central-transantarctic-mountains/458FD691DDC1E603ECEE32566EC4C3A2","Journal of Paleontology, Volume 69, Issue S45: The Paleontological Society Memoir 45: Early Cambrian Trilobites from the Shackleton Limestone of the Central Transantarctic Mountains","https://doi.org/10.1017/S0022336000061424"
"192","New Monoplacophora (Mollusca) from Late Cambrian and Early Ordovician of Missouri","Bruce L. Stinchcomb","https://www.cambridge.org/core/journals/journal-of-paleontology/article/abs/new-monoplacophora-mollusca-from-late-cambrian-and-early-ordovician-of-missouri/A60EF9E94FA761BBCFDCBEE2AC54F000","Journal of Paleontology, Volume 60, Issue 3","https://doi.org/10.1017/S0022336000022149"
"193","New well-preserved scleritomes of Chancelloridae from the early Cambrian Yuanshan Formation (Chengjiang, China) and the middle Cambrian Wheeler Shale (Utah, USA) and paleobiological implications","Dorte Janussen, Michael Steiner, Zhu Maoyan","https://www.cambridge.org/core/journals/journal-of-paleontology/article/abs/new-wellpreserved-scleritomes-of-chancelloridae-from-the-early-cambrian-yuanshan-formation-chengjiang-china-and-the-middle-cambrian-wheeler-shale-utah-usa-and-paleobiological-implications/1DEF7863975CF35F3EFCF4613DD06C0F","Journal of Paleontology, Volume 76, Issue 4","https://doi.org/10.1017/S0022336000041895"
"194","Trilobites of the Upper Cambrian Ptychaspid Biomere Wilberns Formation, Central Texas","Susan Ann Longacre","https://www.cambridge.org/core/journals/journal-of-paleontology/article/abs/trilobites-of-the-upper-cambrian-ptychaspid-biomere-wilberns-formation-central-texas/379D57DA3D93B4FBE1929C81A67D6B1D","Journal of Paleontology, Volume 44, Issue S4: Paleontological Society Memoir 4. Trilobites of the Upper Cambrian Ptychaspid Biomere Wilberns Formation, Central Texas","https://doi.org/10.1017/S002233600006128X"
"195","Phylogenetic revision of the Late Ordovician orthid brachiopod genera Plaesiomys and Hebertella from Laurentia","David F. Wright, Alycia L. Stigall","https://www.cambridge.org/core/journals/journal-of-paleontology/article/abs/phylogenetic-revision-of-the-late-ordovician-orthid-brachiopod-genera-plaesiomys-and-hebertella-from-laurentia/747DA464B54E346F4664ADF3E4691CC4","Journal of Paleontology, Volume 87, Issue 6","https://doi.org/10.1666/12-083"
"196","The internal features of the Rhynchonellid brachiopod Propriopugnus Brunton, 1984, from the lower Carboniferous of England","Norman M. Savage, Risa M. Corlett","https://www.cambridge.org/core/journals/journal-of-paleontology/article/abs/internal-features-of-the-rhynchonellid-brachiopod-propriopugnus-brunton-1984-from-the-lower-carboniferous-of-england/74ECEFE7AF7B7469390391ED430AB049","Journal of Paleontology, Volume 70, Issue 3","https://doi.org/10.1017/S0022336000038476"
"197","Multi-Segmented Arthropods from the Middle Cambrian of British Columbia (Canada)","David Legg","https://www.cambridge.org/core/journals/journal-of-paleontology/article/abs/multisegmented-arthropods-from-the-middle-cambrian-of-british-columbia-canada/9CA5AE5D58832452EDA388ED438774CB","Journal of Paleontology, Volume 87, Issue 3","https://doi.org/10.1666/12-112.1"
"198","Life cycle of Early Cambrian microalgae from the Skiagia-plexus acritarchs","Małgorzata Moczydłowska","https://www.cambridge.org/core/journals/journal-of-paleontology/article/abs/life-cycle-of-early-cambrian-microalgae-from-the-skiagiaplexus-acritarchs/069F06CA3C8262EF3A1E2CCD099B10C9","Journal of Paleontology, Volume 84, Issue 2","https://doi.org/10.1666/09-117R.1"
"199","Testing the Darwinian legacy of the Cambrian radiation using trilobite phylogeny and biogeography","Bruce S. Lieberman","https://www.cambridge.org/core/journals/journal-of-paleontology/article/abs/testing-the-darwinian-legacy-of-the-cambrian-radiation-using-trilobite-phylogeny-and-biogeography/C789A06860C121139BF1B24E82D27B02","Journal of Paleontology, Volume 73, Issue 2: Papers from the Second International Trilobite Conference, August 1997","https://doi.org/10.1017/S0022336000027700"
"200"," Scenella and “a chondrophorine (medusoid hydrozoan) from the basal Cambrian (Placentian) of Newfoundland”","Ed Landing, Guy M. Narbonne","https://www.cambridge.org/core/journals/journal-of-paleontology/article/abs/scenella-and-a-chondrophorine-medusoid-hydrozoan-from-the-basal-cambrian-placentian-of-newfoundland/DEA7BF3EC3668733FD5614F4846CE08E","Journal of Paleontology, Volume 66, Issue 2","https://doi.org/10.1017/S0022336000033837"
"201","Cerasinella, A replacement name for the Silurian brachiopod genus Cerasina Copper 1995, Anticosti Island","Paul Copper","https://www.cambridge.org/core/journals/journal-of-paleontology/article/abs/cerasinella-a-replacement-name-for-the-silurian-brachiopod-genus-cerasina-copper-1995-anticosti-island/E22B234D1544D12C36C7E2C3F2CF6CBE","Journal of Paleontology, Volume 89, Issue 5","https://doi.org/10.1017/jpa.2015.55"
"202","Lower Permian Brachiopods from Wasp Head Formation, Sydney Basin, Southeastern Australia","Gabriela A. Cisterna, G. R. Shi","https://www.cambridge.org/core/journals/journal-of-paleontology/article/abs/lower-permian-brachiopods-from-wasp-head-formation-sydney-basin-southeastern-australia/1B00600BDE7D4F4FBCF6D141F9D2C91D","Journal of Paleontology, Volume 88, Issue 3","https://doi.org/10.1666/13-004"
"203","Rowleyellinae, a new subfamily of Lower Carboniferous meristelloid athyridid brachiopods, endemic to North America","Fernando Alvarez, C. Howard C. Brunton","https://www.cambridge.org/core/journals/journal-of-paleontology/article/abs/rowleyellinae-a-new-subfamily-of-lower-carboniferous-meristelloid-athyridid-brachiopods-endemic-to-north-america/67BF705C2FEDDE3C68D2AF83364F755C","Journal of Paleontology, Volume 69, Issue 3","https://doi.org/10.1017/S0022336000035022"
"204","New evolutionary and ecological advances in deciphering the Cambrian explosion of animal life","Zhifei Zhang, Glenn A. Brock","https://www.cambridge.org/core/journals/journal-of-paleontology/article/abs/new-evolutionary-and-ecological-advances-in-deciphering-the-cambrian-explosion-of-animal-life/61EDABFE87E6A762DD416E7F39A90D15","Journal of Paleontology, Volume 92, Special Issue 1: Cambrian Explosion","https://doi.org/10.1017/jpa.2017.140"
"205","An Examination of Life History and Behavioral Evolution Across the Ediacaran–Cambrian Transition","James D. Schiffbauer, Shuhai Xiao","https://www.cambridge.org/core/journals/journal-of-paleontology/article/abs/an-examination-of-life-history-and-behavioral-evolution-across-the-ediacarancambrian-transition/41245AEC1C2017C6A22C0110B1BC398B","Journal of Paleontology, Volume 88, Issue 2","https://doi.org/10.1666/13-000I"
"206","Agnostoid Biostratigraphy Across the Middle–Upper Cambrian Boundary in Hunan, China","Shanchi Peng, Richard A. Robison","https://www.cambridge.org/core/journals/journal-of-paleontology/article/abs/agnostoid-biostratigraphy-across-the-middleupper-cambrian-boundary-in-hunan-china/1882032BE33341632F687ED756521EDC","Journal of Paleontology, Volume 74, Issue S53: Paleontological Society Memoir 53. Agnostid Biostratigraphy across the middle-upper Cambrian Boundary in Hunan, China","https://doi.org/10.1666/0022-3360(2000)53[1:ABATMC]2.0.CO;2"
"207","Marjuman (Cambrian) agnostoid trilobites of the Cow Head Group, western Newfoundland","Stephen R. Westrop, Rolf Ludvigsen, Cecil H. Kindle","https://www.cambridge.org/core/journals/journal-of-paleontology/article/abs/marjuman-cambrian-agnostoid-trilobites-of-the-cow-head-group-western-newfoundland/0C82DF54DB82A8B7D79E283865EF2D3F","Journal of Paleontology, Volume 70, Issue 5","https://doi.org/10.1017/S0022336000023854"
"208","Lower and Middle Devonian brachiopod-dominated communities of Nevada, and their position in a biofacies-province-realm model","J. G. Johnson, G. Klapper, J. G. Johnson","https://www.cambridge.org/core/journals/journal-of-paleontology/article/abs/lower-and-middle-devonian-brachiopoddominated-communities-of-nevada-and-their-position-in-a-biofaciesprovincerealm-model/F88F731663EDF60A98208BE1EBC4E0A1","Journal of Paleontology, Volume 64, Issue 6","https://doi.org/10.1017/S002233600002000X"
"209","Middle Permian productidine brachiopods from central Thailand (the Indochina Terrane) with paleobiogeographic implications","Masatoshi Sone, Chongpan Chonglakmani, Anisong Chitnarin","https://www.cambridge.org/core/journals/journal-of-paleontology/article/abs/middle-permian-productidine-brachiopods-from-central-thailand-the-indochina-terrane-with-paleobiogeographic-implications/F6E9CE884A50EFE677FFF09AE08B7858","Journal of Paleontology, Volume 83, Issue 5","https://doi.org/10.1666/09-001.1"
"210","Early Ordovician (Arenig) brachiopods from volcaniclastic rocks of the Famatina Range, northwest Argentina","Juan L. Benedetto","https://www.cambridge.org/core/journals/journal-of-paleontology/article/abs/early-ordovician-arenig-brachiopods-from-volcaniclastic-rocks-of-the-famatina-range-northwest-argentina/D0AF4203F82BCA72756C8D16EF3D864D","Journal of Paleontology, Volume 77, Issue 2","https://doi.org/10.1017/S0022336000043614"
"211","Middle Eocene terebratulide brachiopods from the Bateque Formation, Baja California Sur, Mexico","Michael R. Sandy, Richard L. Squires, Robert Demetrion","https://www.cambridge.org/core/journals/journal-of-paleontology/article/abs/middle-eocene-terebratulide-brachiopods-from-the-bateque-formation-baja-california-sur-mexico/0540F37DCEAE93BFE91DA9F2E0CCA015","Journal of Paleontology, Volume 69, Issue 1","https://doi.org/10.1017/S0022336000026901"
"212","Discussion of the systematic placement of the Ordovician brachiopod genera Cooperea and Craspedelia by Cocks and Rong (1989)","A. W. Potter","https://www.cambridge.org/core/journals/journal-of-paleontology/article/abs/discussion-of-the-systematic-placement-of-the-ordovician-brachiopod-genera-cooperea-and-craspedelia-by-cocks-and-rong-1989/B2BF0A58B5C3A39531C1CCCD659095C6","Journal of Paleontology, Volume 65, Issue 5","https://doi.org/10.1017/S0022336000037744"
"213","The first stringocephalid brachiopods in the upper Givetian of Selennyakh Range (Northeast Asia) and their paleobiogeographical significance","Valeryi V. Baranov, Robert B. Blodgett","https://www.cambridge.org/core/journals/journal-of-paleontology/article/abs/first-stringocephalid-brachiopods-in-the-upper-givetian-of-selennyakh-range-northeast-asia-and-their-paleobiogeographical-significance/10A32E2433279BB30A8E52C5BF178D6D","Journal of Paleontology, Volume 87, Issue 2","https://doi.org/10.1666/11-121R.1"
"214","Discussion of the systematic placement of the Ordovician brachiopod genera Cooperea and Craspedelia by Cocks and Rong (1989)","A. W. Potter","https://www.cambridge.org/core/journals/journal-of-paleontology/article/abs/discussion-of-the-systematic-placement-of-the-ordovician-brachiopod-genera-cooperea-and-craspedelia-by-cocks-and-rong-1989/B2BF0A58B5C3A39531C1CCCD659095C6","Journal of Paleontology, Volume 65, Issue 5","https://doi.org/10.1017/S0022336000037744"
"215","Lower Famennian (Upper Devonian) rhynchonellide and athyride brachiopods from the South Armenian Block","Vahram Serobyan, Taniel Danelian, [Opens in a new window], Catherine Crônier, Araik Grigoryan, Bernard Mottequin","https://www.cambridge.org/core/journals/journal-of-paleontology/article/abs/lower-famennian-upper-devonian-rhynchonellide-and-athyride-brachiopods-from-the-south-armenian-block/CACA4935CBC8DDCB0206446E7F2C305B","Journal of Paleontology, Volume 95, Issue 3","https://doi.org/10.1017/jpa.2020.114"
"216","Pennsylvanian brachiopods from the Geumcheon-Jangseong Formation, Pyeongan Supergroup, Taebaeksan Basin, Korea","Sangmin Lee, Duck K. Choi, G. R. Shi","https://www.cambridge.org/core/journals/journal-of-paleontology/article/abs/pennsylvanian-brachiopods-from-the-geumcheonjangseong-formation-pyeongan-supergroup-taebaeksan-basin-korea/C78370C90AFEF268331A7224ACFD90F7","Journal of Paleontology, Volume 84, Issue 3","https://doi.org/10.1666/09-105.1"
"217","Articulate Brachiopods of the St. Clair Limestone (Silurian), Arkansas, and the Clarita Formation (Silurian), Oklahoma","Thomas W. Amsden","https://www.cambridge.org/core/journals/journal-of-paleontology/article/abs/articulate-brachiopods-of-the-st-clair-limestone-silurian-arkansas-and-the-clarita-formation-silurian-oklahoma/4A2A08B52C902DF1D455C67799F3B0A3","Journal of Paleontology, Volume 42, Issue S1: Paleontological Society Memoir 1. Articulate Brachiopods of the St. Clair Limestone (Silurian), Arkansas, and the Clarita Formation (Silurian), Oklahoma","https://doi.org/10.1017/S0022336000062405"
"218","A problematic animal fossil from the early Cambrian Hetang Formation, South China","Qing Tang, [Opens in a new window], Jie Hu, Guwei Xie, Xunlai Yuan, Bin Wan, Chuanming Zhou, Xu Dong, Guohua Cao, Bruce S. Lieberman, Sally P. Leys","https://www.cambridge.org/core/journals/journal-of-paleontology/article/problematic-animal-fossil-from-the-early-cambrian-hetang-formation-south-china/C0E2C81E459535D59473D597971AAED6","Journal of Paleontology, Volume 93, Issue 6","https://doi.org/10.1017/jpa.2019.26"
"219","The Late Ordovician and Early Silurian pentameride brachiopod Holorhynchus Kiaer, 1902 from North China","Jia-Yu Rong, Ren-Bin Zhan, Jisuo Jin","https://www.cambridge.org/core/journals/journal-of-paleontology/article/abs/late-ordovician-and-early-silurian-pentameride-brachiopod-holorhynchus-kiaer-1902-from-north-china/B89E5707777E4E442242412224206DA0","Journal of Paleontology, Volume 78, Issue 2","https://doi.org/10.1666/0022-3360(2004)078<0287:TLOAES>2.0.CO;2"
"220","New chonostrophiid brachiopods from the Famennian (Late Devonian) of the Santanghu Basin, Xinjiang, northwest China","Zhong-Qiang Chen, Neil W. Archbold","https://www.cambridge.org/core/journals/journal-of-paleontology/article/abs/new-chonostrophiid-brachiopods-from-the-famennian-late-devonian-of-the-santanghu-basin-xinjiang-northwest-china/F029E5184E7421F6F610EAABF6BD28AD","Journal of Paleontology, Volume 76, Issue 2","https://doi.org/10.1017/S0022336000041652"
"221","Systematics of some Lower and Middle Devonian spiriferid brachiopods from Gaspé with a revision of the superfamily Delthyridoidea","Martin Bizzarro, Pierre J. Lespérance","https://www.cambridge.org/core/journals/journal-of-paleontology/article/abs/systematics-of-some-lower-and-middle-devonian-spiriferid-brachiopods-from-gaspe-with-a-revision-of-the-superfamily-delthyridoidea/F8F91BE028AB3B3230BF1896958C13C9","Journal of Paleontology, Volume 73, Issue 6","https://doi.org/10.1017/S0022336000030985"
"222","Davidsonia and Rugodavidsonia (new genus), cryptic Devonian atrypid brachiopods from Europe and South China","Paul Copper","https://www.cambridge.org/core/journals/journal-of-paleontology/article/abs/davidsonia-and-rugodavidsonia-new-genus-cryptic-devonian-atrypid-brachiopods-from-europe-and-south-china/1146DAB5E20CA2AAC0A78D4BC78D6772","Journal of Paleontology, Volume 70, Issue 4","https://doi.org/10.1017/S0022336000023556"
"223"," Apodosia, an enigmatic new genus of micromorphic brachiopod from the Cretaceous of Crimea, Ukraine, and the Jurassic of England","T. N. Smirnova, D. I. Mackinnon","https://www.cambridge.org/core/journals/journal-of-paleontology/article/abs/apodosia-an-enigmatic-new-genus-of-micromorphic-brachiopod-from-the-cretaceous-of-crimea-ukraine-and-the-jurassic-of-england/B2C1D80A87A7CAB7A42F5DE46054C5A6","Journal of Paleontology, Volume 69, Issue 4","https://doi.org/10.1017/S0022336000035204"
"224"," Olivooides-like tube aperture in early Cambrian carinachitids (Medusozoa, Cnidaria)","Jian Han, [Opens in a new window], Guoxiang Li, Xing Wang, Xiaoguang Yang, Junfeng Guo, Osamu Sasaki, Tsuyoshi Komiya","https://www.cambridge.org/core/journals/journal-of-paleontology/article/abs/olivooideslike-tube-aperture-in-early-cambrian-carinachitids-medusozoa-cnidaria/4A22BB0FB069B64B13B6C8B637DE6FF7","Journal of Paleontology, Volume 92, Special Issue 1: Cambrian Explosion","https://doi.org/10.1017/jpa.2017.10"
"225","Graptolites from the Wheeler and Marjum Formations (Cambrian, Series 3) of Utah","Steven T. LoDuca, Anthony Kramer","https://www.cambridge.org/core/journals/journal-of-paleontology/article/abs/graptolites-from-the-wheeler-and-marjum-formations-cambrian-series-3-of-utah/5D88217A8273B6DD7BC45D5B7ED3CD9B","Journal of Paleontology, Volume 88, Issue 2","https://doi.org/10.1666/12-096"
"226","A new helcionelloid mollusk from the middle Cambrian Burgess Shale, Canada","Simon Conway Morris, John S. Peel","https://www.cambridge.org/core/journals/journal-of-paleontology/article/abs/new-helcionelloid-mollusk-from-the-middle-cambrian-burgess-shale-canada/B7FB9475768DD67B1CFD0807B2941168","Journal of Paleontology, Volume 87, Issue 6","https://doi.org/10.1666/13-050"
"227","Embryonic development of a Middle Cambrian (500 Myr old) scalidophoran worm","Xi-Guang Zhang, Brian R. Pratt, Cen Shen","https://www.cambridge.org/core/journals/journal-of-paleontology/article/abs/embryonic-development-of-a-middle-cambrian-500-myr-old-scalidophoran-worm/D17B742A13D46C9EBC0FEE0132337251","Journal of Paleontology, Volume 85, Issue 5","https://doi.org/10.1666/11-024.1"
"228","Faunas and Cambrian volcanism on the Avalonian marginal platform, southern New Brunswick","Ed Landing, Susan C. Johnson, Gerd Geyer","https://www.cambridge.org/core/journals/journal-of-paleontology/article/abs/faunas-and-cambrian-volcanism-on-the-avalonian-marginal-platform-southern-new-brunswick/6C2484C7D7D62B3B54786B9EBA6C03B3","Journal of Paleontology, Volume 82, Issue 5","https://doi.org/10.1666/07-007.1"
"229","Matthevia (Polyplacophora) invades the Ordovician: The first reported post-Cambrian occurrence","John Pojeta Jr., John F. Taylor, Guy Darrough","https://www.cambridge.org/core/journals/journal-of-paleontology/article/abs/matthevia-polyplacophora-invades-the-ordovician-the-first-reported-postcambrian-occurrence/F28EAAE7FACA73F9323D2F6802B8893D","Journal of Paleontology, Volume 79, Issue 5","https://doi.org/10.1666/0022-3360(2005)079[1021:MPITOT]2.0.CO;2"
"230","The Lower Cambrian crustacean Pectocaris from the Chengjiang biota, Yunnan, China","Xian-Guang Hou, Jan Bergström, Guang-Hui Xu","https://www.cambridge.org/core/journals/journal-of-paleontology/article/abs/lower-cambrian-crustacean-pectocaris-from-the-chengjiang-biota-yunnan-china/FC3D58A0EC4E83392C46A6C94959E80B","Journal of Paleontology, Volume 78, Issue 4","https://doi.org/10.1666/0022-3360(2004)078<0700:TLCCPF>2.0.CO;2"
"231","New Cambrian and Lower Ordovician monoplacophorans from the Ozark Uplift, Missouri","Bruce L. Stinchcomb, Nicholas A. Angeli","https://www.cambridge.org/core/journals/journal-of-paleontology/article/abs/new-cambrian-and-lower-ordovician-monoplacophorans-from-the-ozark-uplift-missouri/DF4D79C6F272BA603CB6964F3D43BA3F","Journal of Paleontology, Volume 76, Issue 6","https://doi.org/10.1017/S0022336000057802"
"232","Systematics and paleoecology of Late Cambrian echinoderms from the western United States","Colin D. Sumrall, James Sprinkle, Thomas E. Guensburg","https://www.cambridge.org/core/journals/journal-of-paleontology/article/abs/systematics-and-paleoecology-of-late-cambrian-echinoderms-from-the-western-united-states/C81D83D9A71EA44A1BA29FAC126B7F71","Journal of Paleontology, Volume 71, Issue 6","https://doi.org/10.1017/S0022336000036052"
"233","Atopidae (Trilobita) in the upper Marianian (Cambrian Series 2, Stage 4) of Iberia","Luis Collantes, [Opens in a new window], Eduardo Mayoral, [Opens in a new window], Eladio Liñán, [Opens in a new window], Rodolfo Gozalo, [Opens in a new window]","https://www.cambridge.org/core/journals/journal-of-paleontology/article/abs/atopidae-trilobita-in-the-upper-marianian-cambrian-series-2-stage-4-of-iberia/51BAFA780E791A4B13F0CA8360733FC5","Journal of Paleontology, Volume 95, Issue 1","https://doi.org/10.1017/jpa.2020.71"
"234","Davidsonia and Rugodavidsonia (new genus), cryptic Devonian atrypid brachiopods from Europe and South China","Paul Copper","https://www.cambridge.org/core/journals/journal-of-paleontology/article/abs/davidsonia-and-rugodavidsonia-new-genus-cryptic-devonian-atrypid-brachiopods-from-europe-and-south-china/1146DAB5E20CA2AAC0A78D4BC78D6772","Journal of Paleontology, Volume 70, Issue 4","https://doi.org/10.1017/S0022336000023556"
"235"," Apodosia, an enigmatic new genus of micromorphic brachiopod from the Cretaceous of Crimea, Ukraine, and the Jurassic of England","T. N. Smirnova, D. I. Mackinnon","https://www.cambridge.org/core/journals/journal-of-paleontology/article/abs/apodosia-an-enigmatic-new-genus-of-micromorphic-brachiopod-from-the-cretaceous-of-crimea-ukraine-and-the-jurassic-of-england/B2C1D80A87A7CAB7A42F5DE46054C5A6","Journal of Paleontology, Volume 69, Issue 4","https://doi.org/10.1017/S0022336000035204"
"236","Trilobites of the lower Middle Cambrian Poliella denticulata Biozone (new) of southeastern Nevada","Frederick A. Sundberg, Linda B. McCollum","https://www.cambridge.org/core/journals/journal-of-paleontology/article/abs/trilobites-of-the-lower-middle-cambrian-poliella-denticulata-biozone-new-of-southeastern-nevada/F5EAB35DD27A680BBADCDD79778501DE","Journal of Paleontology, Volume 77, Issue 2","https://doi.org/10.1017/S0022336000043687"
"237","Late Cambrian radiolarian faunas and biostratigraphy of the Cow Head Group, western Newfoundland","Mun-Zu Won, William J. Iams","https://www.cambridge.org/core/journals/journal-of-paleontology/article/abs/late-cambrian-radiolarian-faunas-and-biostratigraphy-of-the-cow-head-group-western-newfoundland/07FC16FFD33433D37C1FEF19B93CF84E","Journal of Paleontology, Volume 76, Issue 1","https://doi.org/10.1017/S0022336000017315"
"238","Terminal Early Cambrian extinction of the Olenellina: Documentation from the Pioche Formation, Nevada","A. R. Palmer","https://www.cambridge.org/core/journals/journal-of-paleontology/article/abs/terminal-early-cambrian-extinction-of-the-olenellina-documentation-from-the-pioche-formation-nevada/119F6ED32686EA563AD2C2334DE09D2F","Journal of Paleontology, Volume 72, Issue 4","https://doi.org/10.1017/S0022336000040373"
"239","Some molluscan problematica from the Upper Cambrian–Lower Ordovician of the Ozark uplift","Bruce L. Stinchcomb, Guy Darrough","https://www.cambridge.org/core/journals/journal-of-paleontology/article/abs/some-molluscan-problematica-from-the-upper-cambrianlower-ordovician-of-the-ozark-uplift/5D4C59F69A67B234290CF636DA820437","Journal of Paleontology, Volume 69, Issue 1","https://doi.org/10.1017/S0022336000026913"
"240","Biometry of the Late Cambrian trilobite genus Dikelocephalus and its implications for trilobite systematics","Conrad C. Labandeira, Nigel C. Hughes","https://www.cambridge.org/core/journals/journal-of-paleontology/article/abs/biometry-of-the-late-cambrian-trilobite-genus-dikelocephalus-and-its-implications-for-trilobite-systematics/5DC4270B5A5C9F062777265E962E2740","Journal of Paleontology, Volume 68, Issue 3","https://doi.org/10.1017/S0022336000025889"
"241","Carinachitiids, hexangulaconulariids, and Punctatus: problematic metazoans from the Early Cambrian of South China","Simon Conway Morris, Chen Menge","https://www.cambridge.org/core/journals/journal-of-paleontology/article/abs/carinachitiids-hexangulaconulariids-and-punctatus-problematic-metazoans-from-the-early-cambrian-of-south-china/81729D1C53F1B2F46294C6AAF7726B45","Journal of Paleontology, Volume 66, Issue 3","https://doi.org/10.1017/S0022336000033953"
"242","A columnal-bearing eocrinoid from the Cambrian Burgess Shale (British Columbia, Canada)","Colin D. Sumrall, Samuel Zamora","https://www.cambridge.org/core/journals/journal-of-paleontology/article/abs/columnalbearing-eocrinoid-from-the-cambrian-burgess-shale-british-columbia-canada/A1474CF650EAF89E8B81FA8503ACE543","Journal of Paleontology, Volume 89, Issue 2","https://doi.org/10.1017/jpa.2014.54"
"243","New Data on Oikozetetes (Mollusca, Halkieriidae) from the Lower Cambrian of South Australia","Sarah M. Jacquet, Glenn A. Brock, John R. Paterson","https://www.cambridge.org/core/journals/journal-of-paleontology/article/abs/new-data-on-oikozetetes-mollusca-halkieriidae-from-the-lower-cambrian-of-south-australia/AB065F7D1CEB2B09EA4FB30C4048AEA8","Journal of Paleontology, Volume 88, Issue 5","https://doi.org/10.1017/S0022336000057668"
"244","Middle Cambrian sponges from the Drum Mountains and House Range in western Utah","J. Keith Rigby, Stephen B. Church, Nicolle K. Anderson","https://www.cambridge.org/core/journals/journal-of-paleontology/article/abs/middle-cambrian-sponges-from-the-drum-mountains-and-house-range-in-western-utah/143A4B93FA967A50A351FE5501A0CF6D","Journal of Paleontology, Volume 84, Issue 1","https://doi.org/10.1666/08-046.1"
"245","New trilobite taxa from Upper Cambrian microbial reefs in the central Appalachians","James D. Loch, John F. Taylor","https://www.cambridge.org/core/journals/journal-of-paleontology/article/abs/new-trilobite-taxa-from-upper-cambrian-microbial-reefs-in-the-central-appalachians/0DC57D67BA949CCE2B5EE6B02CFCAC31","Journal of Paleontology, Volume 78, Issue 3","https://doi.org/10.1666/0022-3360(2004)078<0591:NTTFUC>2.0.CO;2"
"246","Compaction-related deformation in Cambrian olenelloid trilobites and its implications for fossil morphometry","Mark Webster, Nigel C. Hughes","https://www.cambridge.org/core/journals/journal-of-paleontology/article/abs/compactionrelated-deformation-in-cambrian-olenelloid-trilobites-and-its-implications-for-fossil-morphometry/395540C4AABB8C85B9D3FF7126288CE0","Journal of Paleontology, Volume 73, Issue 2: Papers from the Second International Trilobite Conference, August 1997","https://doi.org/10.1017/S0022336000027827"
"247","Cambrian agnostoid trilobites from Mendoza, Argentina: A systematic revision and biostratigraphic implications","M. Franco Tortello, Osvaldo L. Bordonaro","https://www.cambridge.org/core/journals/journal-of-paleontology/article/abs/cambrian-agnostoid-trilobites-from-mendoza-argentina-a-systematic-revision-and-biostratigraphic-implications/620812D3855D58DEC596CD22C2DCD448","Journal of Paleontology, Volume 71, Issue 1","https://doi.org/10.1017/S002233600003897X"
"248","On Callavia (Trilobita) from the Cambrian Series 2 of Iberia with systematic status of the genus","Luis Collantes, [Opens in a new window], Sofia Pereira, [Opens in a new window], Eduardo Mayoral, [Opens in a new window], Eladio Liñán, [Opens in a new window], Rodolfo Gozalo, [Opens in a new window]","https://www.cambridge.org/core/journals/journal-of-paleontology/article/abs/on-callavia-trilobita-from-the-cambrian-series-2-of-iberia-with-systematic-status-of-the-genus/E8AA808C97F3AB2A2216369D37D582C4","Journal of Paleontology, First View","https://doi.org/10.1017/jpa.2021.46"
